ticker,company_name,year,market_cap,category,sector,price,ret_1d,low_52w,high_52w,from_low_pct,from_high_pct,sma_20d,sma_50d,sma_200d,ret_3d,ret_7d,ret_30d,ret_3m,ret_6m,ret_1y,ret_3y,ret_5y,volume_1d,volume_7d,volume_30d,volume_90d,volume_180d,vol_ratio_1d_90d,vol_ratio_7d_90d,vol_ratio_30d_90d,vol_ratio_1d_180d,vol_ratio_7d_180d,vol_ratio_30d_180d,vol_ratio_90d_180d,rvol,prev_close,pe,eps_current,eps_last_qtr,eps_change_pct
THANGAMAYL,Thangamayil Jewellery Ltd,2000,"₹5,979 Cr",Mid Cap,Specialty Retailers,"₹1,914.70",0.10%,"₹1,523.10","₹2,567.50",25.71%,-25.43%,"₹1,894.77","₹1,908.31","₹1,937.04",-0.11%,-0.68%,0.89%,-6.48%,8.54%,12.84%,254.80%,1476.59%,"8,761","28,214","36,139","53,934","82,036",-83.76%,-47.69%,-32.99%,-89.32%,-65.61%,-55.95%,-34.26%,0.2,"₹1,912.80",45.59,42,44.17,-4.91%
BCONCEPTS,Brand Concepts Ltd,2007,₹387 Cr,Micro Cap,Textiles & Apparel,₹341.70,0.12%,₹273.15,₹738.90,25.10%,-53.76%,₹345.61,₹349.12,₹415.02,-0.26%,-0.94%,-2.23%,0.54%,-14.70%,-43.18%,179.74%,,"2,122","5,384","12,801","13,694","20,031",-84.50%,-60.69%,-6.52%,-89.41%,-73.12%,-36.10%,-31.64%,0.2,₹341.30,59.43,5.75,8.65,-33.53%
CREATIVE,Creative Newtech Ltd,2004,₹906 Cr,Small Cap,Professional & Commercial Services,₹635.00,1.05%,₹621.60,"₹1,075.00",2.16%,-40.93%,₹663.94,₹691.23,₹805.88,0.21%,0.45%,-8.24%,-15.68%,-28.06%,-16.06%,21.09%,671.57%,"20,414","18,710","21,104","16,502","22,925",23.70%,13.38%,27.88%,-10.95%,-18.39%,-7.95%,-28.02%,1.2,₹628.40,19.73,32.18,33.09,-2.75%
LTTS,L&T Technology Services Ltd,2012,"₹46,705 Cr",Large Cap,Construction & Engineering,"₹4,357.40",0.16%,"₹3,966.00","₹6,000.00",9.87%,-27.38%,"₹4,355.44","₹4,381.85","₹4,787.71",0.33%,0.98%,-3.27%,2.90%,-10.19%,-10.48%,37.19%,215.62%,"64,325","93,771","95,146","126,481","139,325",-49.14%,-25.86%,-24.77%,-53.83%,-32.70%,-31.71%,-9.22%,0.5,"₹4,350.50",36.47,119.43,123.19,-3.05%
ELGIEQUIP,ELGI Equipments Ltd,1960,"₹17,428 Cr",Mid Cap,"Machinery, Equipment & Components",₹549.45,-0.55%,₹401.00,₹752.95,37.02%,-27.03%,₹535.84,₹513.74,₹537.30,-0.58%,-0.15%,3.47%,24.83%,4.70%,-21.71%,47.96%,595.51%,"114,446","1,762,801","1,138,320","841,479","947,335",-86.40%,109.49%,35.28%,-87.92%,86.08%,20.16%,-11.17%,0.1,₹552.50,49.59,11.08,10.25,8.10%
WELENT,Welspun Enterprises Ltd,1994,"₹7,007 Cr",Mid Cap,Construction & Engineering,₹518.40,-1.67%,₹400.05,₹655.00,29.58%,-20.85%,₹521.51,₹509.80,₹522.76,-0.40%,-1.13%,-1.41%,2.25%,-14.44%,3.84%,434.98%,786.91%,"111,115","121,758","200,797","234,611","278,609",-52.64%,-48.10%,-14.41%,-60.12%,-56.30%,-27.93%,-15.79%,0.5,₹527.20,20.37,25.45,21.79,16.80%
DIXON,Dixon Technologies (India) Ltd,1993,"₹95,452 Cr",Large Cap,"Computers, Phones & Household Electronics","₹16,150.00",2.07%,"₹10,620.00","₹19,148.90",52.07%,-15.66%,"₹14,977.90","₹15,140.98","₹15,359.19",1.59%,2.80%,12.83%,5.40%,-4.55%,28.67%,323.71%,1148.21%,"677,289","324,572","542,809","482,216","452,530",40.45%,-32.69%,12.57%,49.67%,-28.28%,19.95%,6.56%,1.4,"₹15,823.00",79.66,202.58,74.61,171.52%
FLUOROCHEM,Gujarat Fluorochemicals Ltd,2018,"₹37,239 Cr",Large Cap,Chemicals,"₹3,440.00",-0.40%,"₹3,101.05","₹4,880.95",10.93%,-29.52%,"₹3,479.03","₹3,670.06","₹3,909.12",0.81%,0.32%,-5.26%,-13.31%,-8.14%,3.22%,4.89%,722.38%,"38,532","107,969","103,390","96,481","94,762",-60.06%,11.91%,7.16%,-59.34%,13.94%,9.11%,1.81%,0.4,"₹3,453.70",69.21,49.69,31.1,59.77%
MANYAVAR,Vedant Fashions Ltd,2002,"₹19,340 Cr",Mid Cap,Specialty Retailers,₹790.00,-1.05%,₹706.30,"₹1,512.00",11.85%,-47.75%,₹804.38,₹780.52,"₹1,006.46",-0.04%,-1.70%,0.62%,1.56%,-34.50%,-25.74%,-28.92%,,"68,936","111,003","327,479","322,979","269,089",-78.66%,-65.63%,1.39%,-74.38%,-58.75%,21.70%,20.03%,0.2,₹798.40,49.44,15.98,15.83,0.95%
CMSINFO,Cms Info Systems Ltd,2008,"₹8,544 Cr",Mid Cap,Professional & Commercial Services,₹519.75,-0.25%,₹410.55,₹616.50,26.60%,-15.69%,₹502.63,₹488.63,₹484.31,0.24%,-0.11%,6.34%,12.03%,18.79%,-1.92%,112.84%,,"115,425","280,953","288,680","442,165","466,240",-73.90%,-36.46%,-34.71%,-75.24%,-39.74%,-38.08%,-5.16%,0.3,₹521.05,23.24,22.36,21.63,3.37%
MAPMYINDIA,CE Info Systems Ltd,1995,"₹9,693 Cr",Mid Cap,Software & IT Services,"₹1,803.20",-0.01%,"₹1,513.00","₹2,559.00",19.18%,-29.53%,"₹1,765.16","₹1,864.78","₹1,778.89",-0.35%,1.05%,3.78%,2.12%,10.38%,-27.23%,22.69%,,"46,051","146,769","115,906","146,335","122,716",-68.53%,0.30%,-20.79%,-62.47%,19.60%,-5.55%,19.25%,0.3,"₹1,803.30",67.57,26.77,25.25,6.02%
SONATSOFTW,Sonata Software Ltd,1994,"₹11,939 Cr",Mid Cap,Software & IT Services,₹438.55,0.61%,₹286.40,₹763.70,53.13%,-42.58%,₹415.12,₹408.26,₹483.86,1.31%,1.13%,3.15%,39.35%,-25.60%,-35.33%,76.84%,385.44%,"561,001","1,015,076","1,851,137","5,365,588","3,254,696",-89.54%,-81.08%,-65.50%,-82.76%,-68.81%,-43.12%,64.86%,0.1,₹435.90,28.67,15.28,10.58,44.42%
MBAPL,Madhya Bharat Agro products Ltd,1997,"₹3,707 Cr",Small Cap,Chemicals,₹435.45,-1.44%,₹197.00,₹453.65,121.04%,-4.01%,₹411.84,₹357.30,₹283.24,2.77%,8.04%,23.71%,60.42%,53.75%,92.54%,159.41%,2725.76%,"231,406","474,167","394,806","198,392","126,473",16.64%,139.00%,99.00%,82.97%,274.91%,212.17%,56.86%,1.2,₹441.80,51.38,8.47,3.33,154.35%
BIGBLOC,Bigbloc Construction Ltd,2015,₹895 Cr,Small Cap,Construction Materials,₹61.84,0.29%,₹58.92,₹148.50,4.96%,-58.36%,₹63.84,₹65.12,₹84.50,-1.23%,-2.69%,-11.66%,-7.36%,-32.27%,-55.99%,16.18%,1646.89%,"30,985","88,035","213,220","180,435","208,745",-82.83%,-51.21%,18.17%,-85.16%,-57.83%,2.14%,-13.56%,0.2,₹61.66,91.31,0.68,4.13,-83.54%
COROMANDEL,Coromandel International Ltd,1961,"₹68,544 Cr",Large Cap,Chemicals,"₹2,370.10",1.03%,"₹1,499.70","₹2,548.00",58.04%,-6.98%,"₹2,319.42","₹2,345.43","₹1,974.07",-0.63%,2.94%,4.60%,11.89%,29.86%,49.63%,136.93%,205.21%,"260,924","567,432","635,662","974,957","796,732",-73.24%,-41.80%,-34.80%,-67.25%,-28.78%,-20.22%,22.37%,0.3,"₹2,345.90",33.81,70.12,49.52,41.60%
APTECHT,Aptech Ltd,2000,₹834 Cr,Small Cap,Professional & Business Education,₹145.50,0.72%,₹107.00,₹254.00,35.98%,-42.72%,₹151.43,₹157.11,₹158.08,0.52%,-2.55%,-4.09%,15.91%,-12.14%,-31.09%,-18.94%,85.94%,"6,823","140,702","72,542","338,764","319,047",-97.99%,-58.47%,-78.59%,-97.86%,-55.90%,-77.26%,6.18%,0.0,₹144.46,44.15,3.29,4.48,-26.56%
LIKHITHA,Likhitha Infrastructure Ltd,1998,"₹1,124 Cr",Small Cap,Construction & Engineering,₹284.20,0.53%,₹238.90,₹465.70,18.96%,-38.97%,₹286.77,₹285.46,₹310.93,1.81%,-0.28%,-5.00%,0.32%,-12.32%,-37.20%,92.22%,,"30,650","51,742","77,353","130,922","115,346",-76.59%,-60.48%,-40.92%,-73.43%,-55.14%,-32.94%,13.50%,0.2,₹282.70,16.18,17.57,16.9,3.96%
RVNL,Rail Vikas Nigam Ltd,2003,"₹79,592 Cr",Large Cap,Construction & Engineering,₹383.25,0.03%,₹305.00,₹639.00,25.66%,-40.02%,₹390.75,₹396.59,₹401.86,0.25%,-0.48%,-6.41%,3.34%,3.05%,-38.20%,1138.29%,1845.43%,"2,010,941","4,645,766","5,395,008","8,861,665","10,074,464",-77.31%,-47.57%,-39.12%,-80.04%,-53.89%,-46.45%,-12.04%,0.2,₹383.15,62.32,6.15,6.97,-11.76%
ECLERX,eClerx Services Limited,2000,"₹16,491 Cr",Mid Cap,Professional & Commercial Services,"₹3,564.00",0.02%,"₹2,168.00","₹3,877.00",64.39%,-8.07%,"₹3,471.88","₹3,368.51","₹3,151.27",-0.73%,5.75%,-1.18%,42.45%,10.92%,42.78%,153.36%,940.62%,"22,798","59,414","42,847","80,475","75,327",-71.67%,-26.17%,-46.76%,-69.73%,-21.13%,-43.12%,6.83%,0.3,"₹3,563.20",31.82,112.07,105.34,6.39%
KAMATHOTEL,Kamat Hotels (India) Ltd,1986,₹706 Cr,Small Cap,Hotels & Entertainment Services,₹235.62,-0.54%,₹175.00,₹353.60,34.64%,-33.37%,₹236.77,₹236.83,₹241.96,0.04%,1.87%,3.66%,-12.34%,13.61%,12.52%,295.34%,675.07%,"22,371","51,528","87,683","120,624","292,923",-81.45%,-57.28%,-27.31%,-92.36%,-82.41%,-70.07%,-58.82%,0.2,₹236.91,15.08,15.6,16.29,-4.24%
LTIM,LTIMindtree Ltd,1996,"₹154,273 Cr",Large Cap,Software & IT Services,"₹5,299.50",0.93%,"₹3,802.00","₹6,767.95",39.39%,-21.70%,"₹5,325.50","₹5,188.75","₹5,419.54",2.74%,-0.56%,-2.75%,26.42%,-9.22%,-4.73%,,,"118,630","223,944","233,601","327,489","358,798",-63.78%,-31.62%,-28.67%,-66.94%,-37.59%,-34.89%,-8.73%,0.4,"₹5,250.50",34.69,145.92,145.92,
FACT,Fertilisers And Chemicals Travancore Ltd,1943,"₹59,168 Cr",Large Cap,Chemicals,₹967.20,-0.95%,₹565.00,"₹1,151.95",71.19%,-16.04%,₹968.05,₹945.35,₹862.07,6.96%,3.43%,-6.81%,27.12%,7.74%,-13.13%,852.44%,1938.36%,"362,533","1,820,435","749,394","1,471,255","1,059,326",-75.36%,23.73%,-49.06%,-65.78%,71.85%,-29.26%,38.89%,0.2,₹976.45,1512.42,0.64,0.4,60.00%
CRISIL,Crisil Ltd,1987,"₹44,244 Cr",Large Cap,Professional & Commercial Services,"₹5,952.00",-0.44%,"₹3,973.60","₹6,950.00",49.79%,-14.36%,"₹5,887.40","₹5,481.83","₹5,174.34",-0.68%,1.28%,9.98%,30.65%,3.01%,33.43%,84.42%,242.97%,"36,555","55,179","96,015","90,649","78,406",-59.67%,-39.13%,5.92%,-53.38%,-29.62%,22.46%,15.61%,0.4,"₹5,978.50",61.6,96.58,88.88,8.66%
ADANIPOWER,Adani Power Ltd,1996,"₹232,978 Cr",Mega Cap,Electrical Utilities & IPPs,₹607.85,-0.04%,₹432.00,₹752.90,40.71%,-19.27%,₹579.47,₹563.49,₹540.22,-0.21%,0.99%,7.98%,10.58%,10.63%,-14.68%,109.71%,1612.25%,"2,210,099","7,138,780","5,629,367","5,750,600","5,441,936",-61.57%,24.14%,-2.11%,-59.39%,31.18%,3.44%,5.67%,0.4,₹608.10,18.11,33.55,40.95,-18.07%
COALINDIA,Coal India Ltd,1973,"₹234,710 Cr",Mega Cap,Coal,₹386.50,0.01%,₹349.25,₹543.55,10.67%,-28.89%,₹387.99,₹393.61,₹399.12,0.69%,-0.25%,-1.99%,-3.10%,3.18%,-24.58%,97.60%,195.94%,"3,235,275","4,707,733","5,205,716","6,550,772","6,699,967",-50.61%,-28.13%,-20.53%,-51.71%,-29.73%,-22.30%,-2.23%,0.5,₹386.45,6.73,57.37,65.54,-12.47%
IVP,IVP Ltd,1929,₹191 Cr,Micro Cap,Chemicals,₹189.00,0.27%,₹140.91,₹266.60,34.13%,-29.11%,₹186.89,₹183.19,₹190.64,2.67%,0.56%,1.11%,18.34%,-8.41%,-6.07%,12.10%,394.76%,"6,958","14,490","18,213","20,418","18,368",-65.92%,-29.03%,-10.80%,-62.12%,-21.11%,-0.85%,11.16%,0.3,₹188.50,17.26,10.95,14.06,-22.12%
IRCTC,Indian Railway Ctrng nd Trsm Corp Ltd,1999,"₹61,920 Cr",Large Cap,Passenger Transportation Services,₹776.20,0.32%,₹656.00,"₹1,044.95",18.32%,-25.72%,₹772.94,₹774.06,₹776.75,0.77%,-1.25%,0.79%,0.88%,2.19%,-24.57%,28.51%,183.09%,"242,358","705,375","850,525","1,141,202","1,235,847",-78.76%,-38.19%,-25.47%,-80.39%,-42.92%,-31.18%,-7.66%,0.2,₹773.95,47.21,16.44,14.83,10.86%
DONEAR,Donear Industries Ltd,1987,₹569 Cr,Small Cap,Textiles & Apparel,₹108.70,0.06%,₹96.84,₹184.99,12.25%,-41.24%,₹108.72,₹110.38,₹119.81,0.50%,-1.90%,-0.13%,-7.05%,-26.66%,-20.51%,119.37%,317.27%,"20,316","58,351","99,608","95,640","117,953",-78.76%,-38.99%,4.15%,-82.78%,-50.53%,-15.55%,-18.92%,0.2,₹108.64,17.73,6.13,7.06,-13.17%
RKFORGE,Ramkrishna Forgings Ltd,1981,"₹11,940 Cr",Mid Cap,Metals & Mining,₹651.45,-2.08%,₹553.00,"₹1,064.05",17.80%,-38.78%,₹658.60,₹632.77,₹781.39,0.71%,-1.59%,0.65%,-11.39%,-31.33%,-28.28%,299.39%,1961.93%,"569,646","922,566","1,445,517","1,680,778","1,301,642",-66.11%,-45.11%,-14.00%,-56.24%,-29.12%,11.05%,29.13%,0.3,₹664.95,35.57,18.33,19.71,-7.00%
HAPPSTMNDS,Happiest Minds Technologies Ltd,2011,"₹9,419 Cr",Mid Cap,Software & IT Services,₹629.50,0.75%,₹519.30,₹837.80,21.22%,-24.86%,₹638.33,₹617.31,₹677.32,0.61%,-0.31%,4.65%,9.14%,-13.06%,-23.98%,-26.50%,,"105,097","200,052","1,824,244","853,989","740,693",-87.69%,-76.57%,113.61%,-85.81%,-72.99%,146.29%,15.30%,0.1,₹624.80,51.36,12.26,16.04,-23.57%
AARON,AARON INDUSTRIES Ltd,2013,₹378 Cr,Micro Cap,"Machinery, Equipment & Components",₹373.35,6.78%,₹251.05,₹430.00,48.72%,-13.17%,₹374.23,₹380.64,₹345.92,5.54%,1.04%,-7.87%,5.49%,7.04%,37.87%,188.69%,,"34,260","13,702","9,969","10,975","10,669",212.16%,24.84%,-9.16%,221.13%,28.43%,-6.55%,2.87%,3.1,₹349.40,47.21,7.86,6.25,25.76%
500284,Lords Chloro Alkali Ltd,1979,₹421 Cr,Micro Cap,Chemicals,₹173.15,0.64%,₹117.25,₹216.00,47.68%,-19.84%,₹162.16,₹156.15,₹153.83,1.97%,4.59%,14.40%,16.17%,-0.35%,40.60%,0.79%,434.41%,641,"5,512","5,269","5,823","3,607",-88.99%,-5.34%,-9.52%,-82.23%,52.83%,46.10%,61.46%,0.1,₹172.05,73.06,2.37,-1,-337.00%
504132,Permanent Magnets Ltd,1960,₹770 Cr,Small Cap,"Machinery, Equipment & Components",₹879.60,-1.92%,₹600.00,"₹1,092.75",46.60%,-19.51%,₹930.75,₹852.30,₹849.61,-1.58%,-5.94%,-3.78%,13.90%,-3.86%,-17.48%,157.31%,745.36%,"4,117","6,489","10,599","14,120","11,215",-70.84%,-54.04%,-24.94%,-63.29%,-42.14%,-5.49%,25.91%,0.3,₹896.85,48.03,18.3,24.43,-25.09%
521216,Dhanalaxmi Roto Spinners Ltd,1987,₹71 Cr,Nano Cap,Paper & Forest Products,₹90.94,-0.29%,₹73.50,₹152.40,23.73%,-40.33%,₹92.63,₹92.45,₹100.75,0.04%,-0.19%,-0.12%,-9.38%,-2.37%,-8.68%,125.94%,918.37%,704,"1,919","3,572","3,860","5,774",-81.76%,-50.28%,-7.47%,-87.81%,-66.76%,-38.15%,-33.15%,0.2,₹91.20,8.31,10.95,29.78,-63.23%
504605,Uni-Abex Alloy Products Ltd,1972,₹686 Cr,Small Cap,Metals & Mining,"₹3,440.00",-0.15%,"₹1,820.05","₹3,895.00",89.01%,-11.68%,"₹3,375.97","₹3,236.00","₹2,803.64",0.15%,-1.00%,-1.81%,23.32%,34.32%,17.41%,479.61%,872.03%,9,638,683,857,812,-98.95%,-25.51%,-20.25%,-98.89%,-21.38%,-15.82%,5.55%,0.0,"₹3,445.00",20.24,169.99,172.81,-1.63%
534425,Speciality Restaurants Ltd,1999,₹625 Cr,Small Cap,Hotels & Entertainment Services,₹131.65,0.38%,₹114.30,₹198.80,15.18%,-33.78%,₹127.88,₹130.48,₹142.02,1.11%,2.13%,3.99%,-8.13%,-6.17%,-23.57%,-12.06%,327.44%,"1,067","4,329","3,488","3,055","3,744",-65.07%,41.69%,14.16%,-71.50%,15.63%,-6.84%,-18.39%,0.3,₹131.15,29.19,4.51,6.15,-26.67%
500414,Timex Group India Ltd,1988,"₹2,275 Cr",Small Cap,Textiles & Apparel,₹225.85,0.67%,₹117.90,₹289.90,91.56%,-22.09%,₹235.50,₹245.14,₹195.58,1.57%,-2.94%,-15.51%,30.51%,21.33%,38.64%,226.61%,983.21%,"168,572","469,739","952,019","427,352","239,925",-60.55%,9.92%,122.77%,-29.74%,95.79%,296.80%,78.12%,0.4,₹224.35,86.2,2.62,1,162.00%
RAYMOND,Raymond Ltd,1925,"₹4,640 Cr",Small Cap,Textiles & Apparel,₹712.00,2.22%,₹432.93,₹847.28,64.46%,-15.97%,₹667.22,₹730.35,"₹1,331.24",3.68%,2.02%,20.08%,-53.28%,-55.30%,-69.27%,-27.34%,182.04%,"979,300","480,171","3,067,123","1,349,718","927,842",-27.44%,-64.42%,127.24%,5.55%,-48.25%,230.57%,45.47%,0.7,₹696.55,99.34,7.17,1186.1,-99.40%
543236,Atam Valves Ltd,1982,₹124 Cr,Micro Cap,"Machinery, Equipment & Components",₹106.85,-0.33%,₹77.00,₹197.95,38.77%,-46.02%,₹107.89,₹105.54,₹115.90,1.18%,-2.51%,-3.83%,13.61%,-12.42%,-42.68%,-7.49%,,"1,107",890,"3,099","7,320","7,985",-84.88%,-87.84%,-57.66%,-86.14%,-88.85%,-61.19%,-8.34%,0.2,₹107.20,19.43,5.5,5.16,6.59%
539561,Remedium Lifecare Ltd,1988,₹103 Cr,Micro Cap,Pharmaceuticals,₹1.23,1.65%,₹0.80,₹14.97,53.75%,-91.78%,₹1.03,₹1.35,₹2.67,3.36%,7.89%,18.27%,-25.00%,-68.94%,-89.00%,43.02%,,"1,753,517","7,192,709","14,262,835","8,272,304","5,121,775",-78.80%,-13.05%,72.42%,-65.76%,40.43%,178.47%,61.51%,0.2,₹1.21, , , ,
526073,GALAXY BEARINGS LTD,1990,₹293 Cr,Micro Cap,"Machinery, Equipment & Components",₹911.05,-0.78%,₹601.05,"₹1,685.00",51.58%,-45.93%,₹916.73,₹917.25,₹939.33,0.08%,-1.16%,-0.88%,30.52%,-8.04%,-43.96%,15.24%,446.19%,161,425,683,"1,382","1,338",-88.35%,-69.28%,-50.54%,-87.97%,-68.27%,-48.92%,3.29%,0.1,₹918.25,21.13,43.12,58.76,-26.62%
505872,WPIL Ltd,1952,"₹4,072 Cr",Small Cap,"Machinery, Equipment & Components",₹422.70,1.17%,₹345.55,₹768.00,22.33%,-44.96%,₹418.91,₹423.38,₹508.10,2.04%,1.18%,-0.86%,-7.04%,-38.05%,-8.38%,296.34%,957.81%,"35,459","43,385","41,703","62,786","85,861",-43.52%,-30.90%,-33.58%,-58.70%,-49.47%,-51.43%,-26.88%,0.6,₹417.80,31.36,13.48,49.34,-72.68%
531253,India Gelatine & Chemicals Ltd,1973,₹260 Cr,Micro Cap,Chemicals,₹364.00,-0.84%,₹306.05,₹449.80,18.93%,-19.08%,₹364.90,₹367.03,₹372.45,-0.23%,-0.22%,-1.66%,-5.54%,-6.68%,-6.09%,202.95%,319.35%,"2,458",413,755,"1,099","1,995",123.60%,-62.39%,-31.28%,23.22%,-79.28%,-62.13%,-44.89%,2.2,₹367.10,14.85,24.52,32.98,-25.65%
532365,Dynacons Systems and Solutions Ltd,1995,"₹1,351 Cr",Small Cap,Software & IT Services,"₹1,064.95",-0.86%,₹929.20,"₹1,730.00",14.61%,-38.44%,"₹1,070.18","₹1,092.70","₹1,194.87",0.19%,0.78%,-6.65%,-3.60%,-18.53%,-18.82%,250.66%,5133.17%,615,"3,740","4,297","4,426","4,946",-86.10%,-15.50%,-2.91%,-87.57%,-24.39%,-13.12%,-10.52%,0.1,"₹1,074.15",18.79,56.95,45.15,26.14%
543578,Olatech Solutions Ltd,2014,₹93 Cr,Nano Cap,Software & IT Services,₹211.00,0.00%,₹138.10,₹546.00,52.79%,-61.36%,₹221.18,₹256.76,₹286.90,4.98%,-4.52%,-10.21%,-29.95%,,15.30%,,,0,"8,325","6,578","9,002","9,382",-100.00%,-7.52%,-26.93%,-100.00%,-11.27%,-29.89%,-4.05%,0.0,₹211.00,23.92,8.82,6.97,26.54%
505358,Integra Engineering India Ltd,1981,₹864 Cr,Small Cap,Professional & Commercial Services,₹251.65,1.25%,₹197.00,₹279.00,27.74%,-9.80%,₹230.92,₹220.84,₹228.87,2.44%,-0.45%,21.45%,13.43%,7.29%,-5.77%,233.97%,933.47%,"19,701","36,538","35,392","21,406","19,763",-7.97%,70.69%,65.34%,-0.31%,84.88%,79.08%,8.31%,0.9,₹248.55,46.78,5.38,3.86,39.38%
540737,Shree Ganesh Remedies Ltd,1995,₹758 Cr,Small Cap,Biotechnology & Medical Research,₹605.00,1.62%,₹565.00,₹950.05,7.08%,-36.32%,₹595.13,₹631.75,₹703.00,3.20%,3.62%,-1.51%,-16.72%,-15.42%,-25.51%,143.15%,,"5,817","8,380","8,073","10,898","10,982",-46.63%,-23.11%,-25.93%,-47.03%,-23.69%,-26.49%,-0.76%,0.5,₹595.35,32.91,17.96,22.78,-21.16%
505690,Brady And Morris Engineering Co Ltd,1946,₹405 Cr,Micro Cap,"Machinery, Equipment & Components","₹1,736.00",-2.27%,₹977.55,"₹2,511.30",77.59%,-30.87%,"₹1,814.58","₹1,535.05","₹1,519.43",-0.65%,-8.63%,8.81%,29.52%,14.55%,45.16%,1517.14%,1680.51%,127,319,923,909,760,-86.03%,-64.95%,1.53%,-83.28%,-58.06%,21.48%,19.66%,0.1,"₹1,776.30",16.27,106.73,40.23,165.30%
507753,TGV SRAAC Ltd,1981,"₹1,035 Cr",Small Cap,Chemicals,₹99.94,-0.70%,₹87.00,₹120.90,14.87%,-17.34%,₹97.51,₹100.71,₹102.88,1.03%,2.67%,0.64%,-2.23%,-2.83%,13.93%,28.95%,472.72%,"50,680","100,549","93,661","155,060","169,934",-67.32%,-35.16%,-39.60%,-70.18%,-40.83%,-44.88%,-8.75%,0.3,₹100.64,11.59,8.62,5.1,69.02%
509040,Netlink Solutions (India) Ltd,1984,₹44 Cr,Nano Cap,Media & Publishing,₹172.50,1.44%,₹105.35,₹233.00,63.74%,-25.97%,₹171.51,₹172.71,₹159.14,1.92%,0.29%,1.62%,20.13%,1.80%,10.93%,243.28%,1110.53%,"1,032","2,774","3,422","6,351","7,296",-83.75%,-56.33%,-46.11%,-85.86%,-61.99%,-53.09%,-12.95%,0.2,₹170.05,8.15,21.17,34.93,-39.39%
506820,Astrazeneca Pharma India Ltd,1979,"₹23,104 Cr",Large Cap,Pharmaceuticals,"₹9,154.00",-0.11%,"₹6,222.35","₹10,653.05",47.11%,-14.07%,"₹9,074.01","₹8,886.87","₹7,777.23",-0.33%,-1.53%,-10.29%,4.63%,35.98%,39.40%,199.36%,171.32%,"3,204","2,744","2,912","3,712","2,850",-13.70%,-26.08%,-21.56%,12.41%,-3.72%,2.17%,30.25%,0.9,"₹9,164.10",197.71,46.3,38.34,20.76%
539843,NINtec Systems Ltd,2015,₹833 Cr,Small Cap,Software & IT Services,₹451.75,-0.21%,₹411.00,₹688.00,9.91%,-34.34%,₹458.39,₹455.02,₹498.26,1.16%,0.08%,-4.16%,-1.90%,-6.94%,-6.42%,,7036.65%,468,536,"1,068","1,250","1,260",-62.57%,-57.10%,-14.60%,-62.85%,-57.42%,-15.25%,-0.76%,0.4,₹452.70,31.88,14.17,9.99,41.84%
543709,PNGS Gargi Fashion Jewellery Ltd,2009,₹920 Cr,Small Cap,Specialty Retailers,₹864.00,-0.95%,₹620.70,"₹1,516.75",39.20%,-43.04%,₹881.44,₹905.74,"₹1,076.56",-2.69%,-0.77%,-4.74%,-14.38%,-41.46%,22.25%,,,"2,875","13,200","9,739","12,929","13,378",-77.76%,2.09%,-24.68%,-78.51%,-1.33%,-27.20%,-3.35%,0.2,₹872.25,30.05,28.62,18.32,56.22%
500126,Procter & Gamble Health Ltd,1967,"₹9,531 Cr",Mid Cap,Pharmaceuticals,"₹5,853.50",-0.19%,"₹4,912.30","₹6,107.55",19.16%,-4.16%,"₹5,836.52","₹5,634.51","₹5,371.26",0.67%,2.88%,-0.92%,11.94%,7.91%,11.43%,37.97%,41.82%,780,555,513,591,496,32.00%,-6.01%,-13.19%,57.15%,11.90%,3.35%,19.05%,1.3,"₹5,864.40",38.68,151.32,10.11,1396.74%
539013,Gita Renewable Energy Ltd,2010,₹49 Cr,Nano Cap,Electrical Utilities & IPPs,₹120.95,0.37%,₹101.00,₹197.50,19.75%,-38.76%,₹121.61,₹123.25,₹136.90,3.69%,-0.66%,-3.20%,-1.63%,-16.44%,-31.78%,-18.63%,2099.09%,553,"1,352","1,457","2,249","1,986",-75.41%,-39.87%,-35.22%,-72.16%,-31.91%,-26.64%,13.25%,0.2,₹120.50, ,-0.95,0.76,-225.00%
516030,Pakka Limited,1981,₹950 Cr,Small Cap,Paper & Forest Products,₹222.75,7.07%,₹155.00,₹363.00,43.71%,-38.64%,₹201.91,₹186.84,₹236.50,7.36%,12.69%,18.52%,26.26%,-22.24%,-11.06%,127.99%,595.00%,"41,751","35,411","37,696","25,380","22,675",64.50%,39.52%,48.53%,84.13%,56.17%,66.24%,11.93%,1.6,₹208.05,16.4,13.53,11.14,21.45%
SAKSOFT,Saksoft Ltd,1999,"₹3,065 Cr",Small Cap,Software & IT Services,₹245.90,4.24%,₹125.03,₹319.50,96.67%,-23.04%,₹214.19,₹198.34,₹197.15,2.71%,7.19%,23.88%,54.37%,25.96%,-0.49%,223.00%,1269.15%,"780,426","1,869,386","1,856,341","936,200","576,732",-16.64%,99.68%,98.28%,35.32%,224.13%,221.87%,62.33%,0.8,₹235.90,29.99,8.21,8.87,-7.44%
520111,Ratnamani Metals and Tubes Ltd,1983,"₹20,348 Cr",Large Cap,Metals & Mining,"₹2,871.05",-0.60%,"₹2,338.00","₹3,971.80",22.80%,-27.71%,"₹2,872.39","₹2,844.82","₹2,974.82",0.06%,0.02%,0.14%,9.74%,-3.98%,-21.13%,65.94%,310.75%,350,"2,199","1,300",953,"1,083",-63.26%,130.83%,36.48%,-67.68%,103.07%,20.07%,-12.03%,0.4,"₹2,888.35",37.24,77.25,84.66,-8.75%
